open_whole5_r28_s4_panic_stderr_channel	REJECT	SEC_REJECT	ACCEPT	REJECT: v2 catches a lanes silent accept
open_whole6_r29_s4_return_selected_by_break	REJECT	SEC_REJECT	ACCEPT	REJECT: v2 catches a lanes silent accept
open_whole7_r30_c04	REJECT	SEC_REJECT	SEC_REJECT	REJECT: both reject
open_whole8_r31_r31i_s1	REJECT	SEC_REJECT	SEC_REJECT	REJECT: both reject
ord3_alias_defer_local_shadows_fn	ACCEPT	ACCEPT	SEC_REJECT	ACCEPT: v2 accepts a lanes over-refusal
ord3_alias_defer_push_index_overrefusal	ACCEPT	ACCEPT	SEC_REJECT	ACCEPT: v2 accepts a lanes over-refusal
ord3_capture_mutual_old_print	REJECT	SEC_REJECT	INVALID:ANUBIS_ANALYSIS_LIMIT	REJECT: both reject
ord3_capture_mutual_old_print_scalar	REJECT	SEC_REJECT	INVALID:ANUBIS_ANALYSIS_LIMIT	REJECT: both reject
ord3_capture_self_old_print	REJECT	SEC_REJECT	INVALID:ANUBIS_ANALYSIS_LIMIT	REJECT: both reject
ord3_capture_self_old_print_scalar	REJECT	SEC_REJECT	INVALID:ANUBIS_ANALYSIS_LIMIT	REJECT: both reject
parse_nesting_below_bound	ACCEPT	ACCEPT	ACCEPT	ACCEPT: both accept
pp_checked_narrowing_panic	ACCEPT	ACCEPT	ACCEPT	ACCEPT: both accept
pp_conjunct_guard_else_not_relieved	REJECT	ACCEPT	DISPROVED	REJECT: v2 MISSES (lanes reject)
pp_conjunct_guard_partial_encoding	ACCEPT	ACCEPT	ACCEPT	ACCEPT: both accept
pp_counter_no_wrap_lint	ACCEPT	ACCEPT	ACCEPT	ACCEPT: both accept
pp_exit_without_arg_not_diverging	REJECT	ACCEPT	DISPROVED	REJECT: v2 MISSES (lanes reject)
pp_for_bound_written_in_body	REJECT	ACCEPT	DISPROVED	REJECT: v2 MISSES (lanes reject)
pp_guard_or_return_proves	ACCEPT	ACCEPT	ACCEPT	ACCEPT: both accept
pp_guard_return_i64	ACCEPT	ACCEPT	ACCEPT	ACCEPT: both accept
pp_guard_return_proves	ACCEPT	ACCEPT	ACCEPT	ACCEPT: both accept
pp_guard_then_reassign_direct	REJECT	ACCEPT	DISPROVED	REJECT: v2 MISSES (lanes reject)
pp_if_value_join_ok	ACCEPT	ACCEPT	ACCEPT	ACCEPT: both accept
